id;publication_type;authors;year;title;editors;journal_book_conf;volume;issue;pages;publisher;doi;isbn;citations;notes;peer_reviewed;exclude;study_samples;study_type;study_setting;smarthome;technology;scale_origin;scale_number;scale_number_new;reliability_alpha_studypaper;reliability_alpha_studypaper_new;reliability_composite_studypaper;reliability_other_studypaper;validity_information_studypaper;as_outcome_variable;cause_variables;cause_variables_new;cause_variables_theory;cause_variables_theory_other;cause_variables_theory_certainty;as_cause_variable;outcome_variables;outcome_variables_new;outcome_variables_theory;intervention;intervention_description;intervention_description_new;sample_size;sample_size_new;sample_age;sample_age_new;sample_sex;sample_sex_male;sample_sex_female;sample_sex_nonbinary;sample_sex_noresponse;sample_profession;sample_profession_new;sample_recruitment;sample_country
438;0;Mwagwabi et al.;2018;Short-term and Long-term Effects of Fear Appeals in Improving Compliance with Password Guidelines;NA;Communications of the Association for Information Systems;42;NA;147–182;NA;10.17705/1CAIS.04207;NA;18 (google scholar, 12.4.21);treatment group;1;1;A;0;0;0;"not_specified; computer";1;42;140;NA;NA;NA;NA;NA;1;password training;training;persuasion;NA;1;1;intention to comply;compliance intention;intention;1;password-security information and training session.;training to improve user password-security behavior: fear appeals as persuasive messages, which also include instructions on how to execute actions to improve self-efficacy vs. no intervention;210;210;"of all 419 participants: M = 43.7; range: 18-65";43,7000000000000;of all 419 participants: 57.9% female;42,10;57,90;NA;NA;NA;NA;0;USA
441;2;Humaidi et al.;2014;Exploring user's compliance behavior towards Health Information System security policies based on extended Health Belief Model;NA;2014 IEEE Conference on e-Learning, e-Management and e-Services (IC3e);NA;NA;NA;Melbourne, Australia;10.1109/IC3e.2014.7081237;NA;6 (google scholar, 26.4.21);"sample duplicate of paper ID 270, but different research model; possible same scale (#17 in package 1, NB)";1;1;NA;2;1;0;"not_specified; health_information_system";1;59;141;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;user's compliance behavior towards health information system's security policies;compliance behavior;behavior;0;NA;NA;454;454;"20-40: 86.7%; >40: 13.2%";32,6100000000000;"male 21.4%; female 78.6%";21,40;78,60;NA;NA;health professionals;healthcare professionals;2;Malaysia
442;2;Mat et al.;2019;Developing a New Model for Cyber Security Behavior of E-Hailing Services: A Conceptual Paper;NA;2019 International Conference on Computer and Drone Applications (IConDA);NA;NA;33-37;Kuching, Malaysia;10.1109/IConDA47345.2019.9034919;NA;0 (google scholar, 8.6.21);NA;1;1;NA;2;NA;0;not_specified;1;IB:41 vs NB:;41;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;"perceived threat; perceived threat of new entry; perceived threat of substitute; cyber security behavior";"perceived threat; perceived threat; perceived threat; security behavior";"other; other; other; behavior";0;NA;NA;139;139;NA;NA;NA;NA;NA;NA;NA;"students; university staff";"students; university staff";2;Malaysia
452;2;Nguyen et al.;2017;Enforcing Information Security Protection: Risk Propensity and Self-Efficacy Perspectives;NA;50th Hawaii International Conference on System Sciences;NA;NA;4947-4956;Puako, HI, USA;10.24251/hicss.2017.601;NA;6 (google scholar, 12.4.21);NA;1;1;NA;2;NA;0;"not_specified; computer";1;43;142;NA;NA;NA;NA;NA;1;"self-technical controllability; general technology awareness";"self-technical controllability; awareness";"other; other";"cognitive; cognitive";0;1;"information security protection effort; information security risk perception; information security reinforcement intention";"effort; perceived risk; reinforcement intention";"behavior; other; intention";0;NA;NA;244;244;NA;NA;NA;NA;NA;NA;NA;students;students;2;USA
465;1;Ophoff et al.;2019;Mitigating the Ransomware Threat: A Protection Motivation Theory Approach;Venter et al.;Communications in Computer and Information Science - Information Security;NA;NA;163-175;Springer, Switzerland;10.1007/978-3-030-11407-7_12;NA;3 (google scholar, 14.7.21);unsure whether referenced source/author is correct;1;1;NA;2;0;0;"not_specified; computer";1;35;85B;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;protection motivation;protection motivation;motivation;0;NA;NA;118;118;"0% <18; 59% 18-24; 23% 25-34; 11% 35-44; 5% 45-54; 2% 55-64; 0% >65";27,1850000000000;"47% male; 52% female; 1% prefer not to answer";47,00;52,00;NA;1,00;university students and staff;"students; university staff";2;South Africa
479;0;Pendegraft et al.;2010;Factors Influencing College Students’ Use of Computer Security;NA;International Journal of Information Security and Privacy;4;3;51–60;NA;10.4018/jisp.2010070104;NA;6 (google scholar, 14.7.21);NA;1;1;NA;2;0;0;computer;1;36;86;NA;NA;NA;NA;NA;1;"experience with security; security easy of use; peer influence; training to use security";"experience; ease of use; peer influence; training";"mastery; emotional arousal; persuasion; vicarious experience";NA;1;1;"security outcome expectancy; security attitudes";"outcome expectation; attitude";"other; other";0;NA;NA;101;101;"M = 21.88 (SD = 4.79); range: 18-52";21,8800000000000;"53% male; 47% female";53,00;47,00;NA;NA;students;students;2;USA
482;0;Pham et al.;2019;Information security burnout: Identification of sources and mitigating factors from security demands and resources;NA;Journal of Information Security and Applications;46;NA;96-107;Elsevier;10.1016/j.jisa.2019.03.012;NA;16  (google scholar, 14.7.21);NA;1;1;NA;2;NA;0;"workplace_IT; computer";1;37;87;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;security compliance burnout;compliance behavior;behavior;0;NA;NA;443;443;most participants: 18-34;26,0000000000000;NA;NA;NA;NA;NA;employees who use networked computer application or accessed networked internet as part of their job on a daily basis;employees;1;Vietnam
486;5;Poleon;2020;Millennials’ information security habits and protection motivation intention: A quantitative study;NA;Doctor of Philosophy;NA;NA;NA;ProQuest LLC;NA;979-8662568563;0 (google scholar, 14.7.21);NA;2;1;NA;2;0;0;computer;1;38;88;NA;NA;NA;NA;NA;1;habit;habit;mastery;NA;0;1;intention to install antivirus software;protection intention;intention;0;NA;NA;257;257;born between 1980 and 2000;30,0000000000000;NA;NA;NA;NA;NA;NA;NA;3;USA
497;2;Crossler;2010;Protection Motivation Theory: Understanding Determinants to Backing Up Personal Data;NA;43rd Hawaii International Conference on System Sciences;NA;NA;1–10;Koloa, HI, USA;10.1109/HICSS.2010.311;NA;128 (google scholar, 12.4.21);NA;1;1;NA;2;3;0;computer;1;44;143;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;backup data;security behavior;behavior;0;NA;NA;112;112;"M = 31.12; range 20-76";31,1200000000000;female 61.3%;38,70;61,30;NA;NA;NA;NA;3;USA
498;0;Raddatz et al.;2020;Internal Motivators for the Protection of Organizational Data;NA;Journal of Information Systems;34;3;199-211;NA;10.2308/isys-18-067;NA;0 (google scholar, 9.6.21);NA;0;1;NA;2;0;0;"not_specified; computer; workplace_IT";1;45;144;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;"perceived control; intention to protect organizational data";"perceived control; protection intention";"control; intention";0;NA;NA;283;283;31.8 <= M <= 34.6;33,2000000000000;male 57.9%;57,90;42,10;NA;NA;employees;employees;0;NA
501;0;Ranzini et al.;2020;Sharenting, Peer Influence, and Privacy Concerns: A Study on the Instagram-Sharing Behaviors of Parents in the UK;NA;Social Media + Society;6;4;1-13;Sage;10.1177/2056305120978376;NA;0 (google scholar, 14.7.21);NA;1;1;NA;2;0;0;"not_specified; instagram";0;39;89B;0.79;0.79;0.79;NA;"construct factor validity: EFA was employed to establish unidimensionality and internal consistency of the constructs; 
discrimant validity: Fornell-Larcker: situational privacy concerns; peer influence; general privacy concerns";0;NA;NA;NA;NA;NA;1;"Instagram sharing; sharenting";"sharing; sharenting";"behavior; behavior";0;NA;NA;320;320;"M = 34.65 (SD = 6.60); 6.2% 18-25; 41.6% 26-33; 36.2% 34-41; 13.8% 42-49; 2.2% >=50";34,6500000000000;"16.3% male; 83.7% female";16,30;83,70;NA;NA;NA;NA;0;UK
517;0;Flores et al.;2016;Shaping intention to resist social engineering through transformational leadership, information security culture and awareness;NA;Computers & Security;59;NA;26–44;NA;10.1016/j.cose.2016.01.004;NA;119 (google scholar, 26.4.21);"A: qualitative part (not included); B: quantitative part";1;1;B;2;0;0;"not_specified; computer; workplace_IT";1;46;145;NA;NA;NA;NA;NA;1;"general information security awareness; information security policy awareness";"awareness; awareness";"mastery, persuasion; mastery, persuasion";NA;1;1;intention;behavioral intention;intention;0;NA;NA;1583;1583;"18-24: 1%; 25-34: 16%; 35-44: 29%; 45-54: 31%; >=55: 24%";45,5300000000000;"male 66%; female 34%";66,00;34,00;NA;NA;employees;employees;2;Sweden
523;2;Aurigemma et al.;2015;The Role of Social Status and Controllability on Employee Intent to Follow Organizational Information Security Requirements;NA;48th Hawaii International Conference on System Sciences;NA;NA;3527–3536;Kauai, HI, USA;10.1109/HICSS.2015.424;NA;7 (google scholar, 26.4.21);NA;1;1;NA;2;0;0;"not_specified; workplace_IT";0;IB:42 vs NB:32;42;NA;NA;0.968;NA;NA;0;NA;NA;NA;NA;NA;1;"behavioral intent; behavioral control";"compliance intention; behavioral control";"intention; control";0;NA;NA;182;182;NA;NA;NA;NA;NA;NA;NA;US Department of Defense (DoD) employees;department of defense employees;2;USA
524;2;Verkijika;2020;Employees' Cybersecurity Behaviour in the Mobile Context: The Role of Self-Efficacy and Psychological Ownership;NA;2020 2nd International Multidisciplinary Information Technology and Engineering Conference (IMITEC);6;4;1-13;NA;10.1177/2056305120978376;NA;0 (google scholar, 14.7.21);NA;1;1;NA;2;0;0;mobile_device;1;40;90;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;"mobile security intention; mobile security behavior";"security intention; security behavior";"intention; behavior";0;NA;NA;214;214;62.6%: 21-40;30,5000000000000;"53.3% male; 47.7% female";53,30;47,70;NA;NA;employees using mobile devices for work purposes;employees;NA;South Africa
527;0;Sharma;2020;Digital Health Innovation: Exploring Adoption of COVID-19 Digital Contact Tracing Apps;NA;IEEE Transactions on Engineering Management (IEEE Transactions on Engineering Management);NA;NA;1–17;NA;10.1109/TEM.2020.3019033;NA;11 (google scholar, 12.4.21);NA;1;1;NA;2;0;0;"not_specified; smartphone";0;paperID687;104;0.870;0.870;0.872;NA;"content validity: scales used to measure items were validated by prior studies. They were appropriately modified to the context of this study... a pilot test was conducted with ten Ph.D. students at the University of the South Pacific. Based on the results of this test, minor changes were made to the phrasing of the items;
discriminant and convergent validity: AVE, MSV, Max R(H): collectivism; uncertainty avoidance; attitude; subjective norm; perceived effectiveness of privacy policy; perceived effectiveness of industry self-regulation; perceived severity; perceived vulnerability; information privacy concerns; expected personal outcomes of sharing; expected community-related outcomes of sharing; adoption intention";0;NA;NA;NA;NA;NA;1;"privacy concern; adoption intention";"concerns; adoption intention";"other; intention";0;NA;NA;714;714;"18-21: 20.5%; 22-31: 41.5%; 32-41: 25.2%; 42-51: 7.28%; 52-61: 5.04%; 62+ 0.14%; NA: 0.42%";32,1456000000000;"38.8% male; 60.5% female; 0.7% NA";38,80;60,50;NA;0,70;NA;NA;1;Fiji
528;0;Safa et al.;2015;Information security conscious care behaviour formation in organizations;NA;Computers & Security;53;NA;65–78;NA;10.1016/j.cose.2015.05.012;NA;317 (google scholar, 26.4.21);NA;1;1;NA;2;3;0;"not_specified; workplace_IT";1;IB:44 vs NB:34;43;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;information security conscious care behavior;security behavior;behavior;0;NA;NA;212;212;"20-29: 21.2%; 30-39: 32.1%; 40-49: 24.5%; >=50: 22.2%";39,3810000000000;"51.4% male; 48.6% female";51,40;48,60;NA;NA;information security + technology experts;IS professionals;NA;Malaysia
531;0;Salleh et al.;2012;An Empirical Investigation on Internet Privacy on Social Network Sites among Malaysian Youths;NA;Journal of Information Technology Research;5;3;85-97;NA;10.4018/jitr.2012070105;NA;4 (google scholar, 8.6.21);NA;1;1;NA;2;1;0;"not_specified; social_network";1;IB:45 vs NB:;44;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;information disclosure behavior;disclosure behavior;behavior;0;NA;NA;486;486;"<20: 32.7%; 20-24: 60.7%; 25-30: 3.2%; >30: 0.4%";20,6270000000000;"40.9% male; 59.1% female";40,90;59,10;NA;NA;students;students;2;Malaysia
533;5;Sanga;2016;The effect of electronic devices self-efficacy, electronic devices usage and information security awareness on identity-theft anxiety level;NA;Doctor of Philosophy in Technology;NA;NA;NA;ProQuest LLC;NA;978-1369623147;0 (google scholar, 12.4.21);NA;2;1;NA;2;0;0;"mobile_device; computer";1;IB:46 vs NB:54;45;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;identity-theft anxiety;anxiety;other;0;NA;NA;187;187;"<19: 3.7%; 20-29: 58.8%; 30-39: 19.8%; 40-49: 9.6%; 50-59: 6.4%; >60: 1.6%";30,7855000000000;"43.9% male; 56.1% female";43,90;56,10;NA;NA;students;students;2;USA
536;2;Sarathchandra et al.;2016;College Students' Cybersecurity Risk Perceptions, Awareness, and Practices;NA;2016 Cybersecurity Symposium;NA;NA;68–73;Coeur d'Alene, ID, USA;10.1109/CYBERSEC.2016.9;NA;13 (google scholar, 12.4.21);NA;1;1;NA;2;0;0;not_specified;1;IB:47 vs NB:55;46;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;perceptions of cybersecurity;security perceptions;other;0;NA;NA;498;498;NA;NA;"41% male; 59% female";41,00;59,00;NA;NA;students;students;2;USA
540;0;Schade et al.;2018;Increasing consumers’ intention to use location-based advertising;NA;Journal of Product & Brand Management;27;6;661–669;NA;10.1108/jpbm-06-2017-1498;NA;3 (google scholar, 12.4.21);NA;1;1;NA;2;0;0;smartphone;1;IB:48 vs NB:56;47B;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;privacy concern;concerns;other;0;NA;NA;1132;1132;"14-19: 5.0%; 20-29: 41.8%; 30-39: 32.4%; 40-49: 12.8%; 50-59: 6.6 %; >=60: 1.4%";32,4470000000000;"58.1% male; 41.9% female";58,10;41,90;NA;NA;NA;NA;0;Germany
545;2;Sedek et al.;2018;Motivational Factors in Privacy Protection Behaviour Model for Social Networking;NA;MATEC Web of Conferences;150;NA;NA;Penang, Malaysia;10.1051/matecconf/201815005014;NA;0 (google scholar, 9.6.21);NA;1;1;NA;2;1;0;"not_specified; social_network";1;47;146;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;information privacy concern;concerns;other;0;NA;NA;485;485;"21-25: 93%; 26-30:7%";23,3500000000000;"male 52%; female 48%";52,00;48,00;NA;NA;students;students;2;Malaysia
550;0;Shahri et al.;2016;The Impact of the Security Competency on “Self-Efficacy in Information Security” for Effective Health Information Security in Iran;NA;Journal of Medical Systems;40;11;241-249;NA;10.1007/s10916-016-0591-5;NA;13 (google scholar, 12.4.21);NA;1;1;NA;2;NA;0;"not_specified; workplace_IT; health_information_system";1;IB:49 vs NB:57;48;NA;NA;NA;NA;NA;1;security competence;expertise;mastery;NA;1;1;health information system security effectiveness;security effectiveness;other;0;NA;NA;263;263;NA;NA;NA;NA;NA;NA;NA;hospital employees;healthcare professionals;2;Iran
553;0;Shappie et al.;2020;Personality as a Predictor of Cybersecurity Behavior;NA;Psychology of Popular Media;9;4;475–480;NA;10.1037/ppm0000247;NA;12 (google scholar, 14.7.21);NA;1;1;NA;2;0;0;not_specified;1;41;91;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;cyber security behavior;security behavior;behavior;0;NA;NA;676;676;"M = 23; range 18-56";23,0000000000000;"21.6% male; 78.1% female";21,60;78,10;NA;NA;students;students;2;USA
557;0;Sher et al.;2017;How can hospitals better protect the privacy of electronic medical records? Perspectives from staff members of health information management departments;NA;Health Information Management Journal;46;2;87-95;Sage;10.1177/1833358316671264;NA;22 (google scholar, 14.7.21);NA;1;1;NA;2;1;0;"not_specified; workplace_IT";1;42;92;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;intention to protect electronic medical records privacy;protection intention;intention;0;NA;NA;209;209;"18.2% 20-29; 46.9% 30-39; 27.8% 40-49; 7.1% =>50";36,9155000000000;"13.9% male; 86.1% female";13,90;86,10;NA;NA;staff members in health information management departments of hospitals;IT employees of hospitals;2;Taiwan
558;0;Sher et al.;2017;Compliance With Electronic Medical Records Privacy Policy: An Empirical Investigation of Hospital Information Technology Staff;NA;INQUIRY The Journal of Health Care Organization Provision and Financing;54;NA;1-12;NA;10.1177/0046958017711759;NA;17 (google scholar, 26.4.21);NA;1;1;NA;2;1;0;"not_specified; workplace_IT";1;IB:50 vs NB:36;49;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;intention to comply with privacy policy;compliance intention;intention;0;NA;NA;310;310;"20-29: 12.3%; 30-49: 77.4%; 50-64: 10.3%";35,5875000000000;"62.3% male; 37.7% female";62,30;37,70;NA;NA;IT employees of hospitals;IT employees of hospitals;2;Taiwan
560;0;Shillair et al.;2015;Online safety begins with you and me: Convincing Internet users to protect themselves;NA;Computers in Human Behavior;48;NA;199–207;NA;10.1016/j.chb.2015.01.046;NA;145 (google scholar, 14.7.21);NA;1;1;NA;0;0;0;not_specified;1;43;93;NA;NA;NA;NA;NA;1;vicarious experience of enactive mastery training;vicarious experience;vicarious experience;NA;1;1;intention to engage in protective behavior;protection intention;intention;0;NA;NA;161;161;M = 47.17 (SD = 12.64);47,1700000000000;"57.76% male; 40.37% female; 1.86% NA";57,76;40,37;NA;1,86;NA;NA;0;USA
561;2;Shillair et al.;2016;Supporting a Cybersecurity Mindset: Getting Internet Users into the Cat and Mouse Game;NA;Annual Meeting of the Telecommunications Policy Research Conference;NA;NA;NA;Arlington, MI, USA;10.2139/ssrn.2756736;NA;6 (google scholar, 14.7.21);items stem from Anderson & Agarwal, no source of items is identified;0;1;NA;2;0;0;"mobile_device; computer";1;44;94;NA;NA;NA;NA;NA;1;cybersecurity habit strength;habit;mastery;NA;0;1;security behavior (identity verification, software updates, general online safety);security behavior;behavior;0;NA;NA;780;780;"1% 1939-1949; 4.5% 1950-1959; 9.4% 1960-1969; 20.6% 1970-1979; 43.2% 1980-1989; 20.3% 1990-1996; 0.9% NA";54,0395000000000;"48.2% male; 51.2% female; 5.0% NA/other";48,20;51,20;NA;5,00;NA;NA;0;USA
569;0;Silic;2017;Explaining Organizational Employee Computer Abuse Through an Extended Health Belief Model;NA;SSRN Electronic Journal;NA;NA;NA;NA;10.2139/ssrn.3070823;NA;0 (google scholar, 26.4.21);US sample;2;1;A;3;0;0;"not_specified; computer; workplace_IT";1;IB:51 vs NB:38;50;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;intention to carry out computer security behavior;security intention;intention;0;NA;NA;169;169;average 35;35,0000000000000;"53% male; 47% female";53,00;47,00;NA;NA;financial organization employees;employees of financial organization;2;USA
573;0;Siponen et al.;2014;Employees’ adherence to information security policies: An exploratory field study;NA;Information & Management;51;2;217–224;NA;10.1016/j.im.2013.08.006;NA;510 (google scholar, 12.4.21);NA;1;1;NA;2;0;0;"not_specified; workplace_IT";1;IB:52 vs NB:59;51;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;intention to comply with information security policies;compliance intention;intention;0;NA;NA;669;669;NA;NA;"58% male; 41.7% female; 0.3% NA";58,00;41,70;NA;0,30;NA;NA;2;Finland
574;0;Smith et al.;2018;The Impact of Online Training on Facebook Privacy;NA;Journal of Computer Information Systems;58;3;244–252;NA;10.1080/08874417.2016.1233001;NA;6 (google scholar, 12.4.21);NA;1;1;NA;1;0;0;"not_specified; facebook";0;48;147;0.898;0.898;NA;NA;NA;1;facebook training (knowledge);knowledge;other;cognitive;0;0;NA;NA;NA;1;The researchers searched YouTube for instructional videos on Facebook privacy settings. Two videos of about 2 minutes and 5 minutes were chosen as experimental stimuli to compare to the facebook privacy tour.;training to affect consumer attitudes and behavioral intentions towards privacy risks: Facebook's Privacy Tour vs. third-party instructional training videos;204;204;"range: 18-81; median: 47";47,0000000000000;"male 50%; female 50%";50,00;50,00;NA;NA;NA;NA;0;USA
590;0;Suhaimi et al.;2020;Determinants of Privacy Protection Behavior in Social Networking Sites;NA;International Journal of Advanced Computer Science and Applications;11;12;285–292;NA;10.14569/IJACSA.2020.0111236;NA;0 (google scholar, 12.4.21);NA;1;1;NA;2;0;0;"not_specified; social_network";1;49;148;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;privacy protection behavior;protection behavior;behavior;0;NA;NA;200;200;range: 16-19;17,5000000000000;NA;NA;NA;NA;NA;students;students;1;Malaysia
600;0;Tang et al.;2021;Does government social media promote users' information security behavior towards COVID-19 scams? Cultivation effects and protective motivations;NA;Government Information Quarterly;38;NA;101572;Elsevier;10.1016/j.giq.2021.101572;NA;11 (google scholar, 14.7.21);NA;1;1;NA;2;0;0;not_specified;1;45;95;NA;NA;NA;NA;NA;1;government social media participation;government social media participation;mastery, vicarious experience, persuasion;NA;0;1;information security behavior;security behavior;behavior;0;NA;NA;240;240;"3.75% 18-20; 39.17% 21-25; 28.75% 26-30; 18.33% 31-40; 10.00% 41-65";29,5787500000000;"41.67% male; 58.33% female";41,67;58,33;NA;NA;NA;NA;3;China
607;0;Thompson et al.;2017;“Security begins at home”: Determinants of home computer and mobile device security behavior;NA;Computers & Security;70;NA;376-391;Elsevier;10.1016/j.cose.2017.07.003;NA;84 (google scholar, 14.7.21);"original scale Anderson et al. (2010); to the scale used in paper ID 419 with scale paper ID 34; duplicate sample (see gender distribution) but here evaluation of device users as different samples (sample a home computers; sample b mobile devices)";1;1;A;2;0;0;"mobile_device; computer";0;paperID419;71A;"0.90 (home); 0.92 (mobile)";0.910;0.930;NA;"content validity: The initial items were pilot tested with several members
of the target population and in response to their feedback minor
changes were made to the wording of several items and to the
survey interface to improve understandability;convergent validity: item loadings >0.6 (table B1), composite reliability >0.70  (table 2), cronbachs alphas >0.70 (table 2), AVE >0.50 (table2) and 
discriminant validity: Fornell-Larcker (table B2): perceived vulnerability; perceived severity; response efficacy; response cost; subjective norm; descriptive norm; psychological ownership; security intentions";0;NA;NA;NA;NA;NA;1;security intention;security intention;intention;0;NA;NA;322;322;"2.5% 18-24; 8.2% 25-34; 12.3% 35-44; 19.8% 45-54; 33.0% 55-64; 24.2% >=65";53,5735000000000;"39.9% male; 60.1% female";39,90;60,10;NA;NA;NA;NA;0;USA
612;0;Torten et al.;2018;The impact of security awarness on information technology professionals’ behavior;NA;Computers & Security;79;NA;68–79;NA;10.1016/j.cose.2018.08.007;NA;46 (google scholar, 26.4.21);original scale Hanus & Wu, 2016 (paper ID 242);1;1;NA;2;0;0;"not_specified; workplace_IT";0;paperID242;74;NA;NA;NA;NA;NA;1;countermeasure awareness;awareness;other;cognitive;0;1;desktop security behavior;security behavior;behavior;0;NA;NA;400;400;>21: 100%;40,5000000000000;"62% male; 38% female";62,00;38,00;NA;NA;IT professionals;IT professionals;1;USA
626;2;Venard;2019;The determinants of individual cyber security behaviours Qualitative research among French students;NA;International Conference on Cyber Situational Awareness, Data Analytics And Assessment;NA;NA;NA;Oxford, UK;10.1109/CyberSA.2019.8899648;NA;3 (google scholar, 9.6.21);NA;1;1;NA;3;1;0;not_specified;1;50;149;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;cyber security behavior;security behavior;behavior;0;NA;NA;60;60;M = 22.8;22,8000000000000;"31 male; 29 female";51,67;48,33;NA;NA;students;students;2;France
627;0;Verkijika;2018;Understanding smartphone security behaviors: An extension of the protection motivation theory with anticipated regret;NA;Computers & Security;77;NA;860–870;Elsevier;10.1016/j.cose.2018.03.008;NA;34 (google scholar, 14.7.21);NA;1;1;NA;2;NA;0;smartphone;1;46;96;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;smartphone security intention;security intention;intention;0;NA;NA;428;428;"32.7% <=25; 23.4% 26-30; 29.4% 31-40; 14.5% >40";23,0945000000000;"48.6% male; 51.4% female";48,60;51,40;NA;NA;NA;NA;1;South Africa
628;0;Verkijika;2019;“If you know what to do, will you take action to avoid mobile phishing attacks”: Self-efficacy, anticipated regret, and gender;NA;Computers in Human Behavior;101;NA;286–296;NA;10.1016/j.chb.2019.07.034;NA;9 (google scholar, 12.4.21);NA;1;1;NA;2;1;0;"smartphone; mobile_device";1;51;150;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;"avoidance motivation; avoidance behavior";"avoidance motivation; avoidance behavior";"motivation; behavior";0;NA;NA;231;231;"18-25: 31.2%; 26-30: 30.7%; 30-35: 23.8%; >35: 14.3%";29,9505000000000;"male 52.8%; female 47.2%";52,80;47,20;NA;NA;NA;NA;1;South Africa
636;0;Wall et al.;2013;Control-Related Motivations and Information Security Policy Compliance: The Role of Autonomy and Efficacy;NA;Journal of Information Privacy and Security;9;4;52-79;Taylor & Francis;10.1080/15536548.2013.10845690;NA;70 (google scholar, 14.7.21);NA;1;1;NA;2;0;0;"not_specified; workplace_IT";1;47;97;NA;NA;NA;NA;NA;1;"self-determination; psychological reactance";"self-determination; psychological reactance";"mastery; emotional arousal";NA;1;1;compliance intention;compliance intention;intention;0;NA;NA;95;95;"1% 18-25; 5% 26-35; 12% 36-45; 31% 46-55; 45% 56-65; 6% >65";49,0300000000000;"58% male; 42% female";58,00;42,00;NA;NA;government employees;government employees;2;USA
640;0;Wang et al.;2014;Identifying key factors affecting information disclosure intention in online shopping;NA;International Journal of Smart Home;8;4;47–58;NA;10.14257/ijsh.2014.8.4.05;NA;8 (google scholar, 26.4.21);NA;1;1;NA;2;3;0;"not_specified; online_retail";1;52;33B;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;information disclosure intention;disclosure intention;intention;0;NA;NA;204;204;"<20: 2.5%; 20-30: 96.1%; >30: 1.5%";25,1750000000000;"male 52.5%; female 47.5%";52,50;47,50;NA;NA;NA;NA;1;China
648;0;Weinberger et al.;2017;Sex differences in attitudes towards online privacy and anonymity among Israeli students with different technical backgrounds;NA;Information research;22;4;NA;NA;NA;NA;6 (google scholar, 26.4.21);sample duplicante of paper ID 650 in package 2 and paper ID 649;1;1;NA;2;1;0;not_specified;0;paperID650;98;>0.70;NA;NA;NA;NA;1;"technological online privacy literacy; social online privacy literacy";"literacy; literacy";"mastery; mastery";NA;0;0;NA;NA;NA;0;NA;NA;169;169;"21: 31.36%; 21-25: 39.64%; > 25: 28.99%";28,0235500000000;"male 42%; female 58%";42,00;58,00;NA;NA;students;students;2;Israel
649;0;Weinberger et al.;2017;Factors Affecting Students’ Privacy Paradox and Privacy Protection Behavior;NA;Open Information Science;1;1;3–20;NA;10.1515/opis-2017-0002;NA;11 (google scholar, 12.4.21);sample duplicante of paper ID 650 in package 2 and paper ID 648;1;1;NA;2;1;0;not_specified;0;paperID650;98;>0.70;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;online privacy paradox behavior (online privacy protection behavior);protection behavior;behavior;0;NA;NA;169;169;"21: 31.36%; 21-25: 39.64%; > 25: 28.99%";28,0235500000000;"male 42%; female 58%";42,00;58,00;NA;NA;students;students;2;Israel
650;0;Weinberger et al.;2017;Factors affecting users’ online privacy literacy among students in Israel;NA;Online Information Review;41;5;655-671;Emerald;10.1108/oir-05-2016-0127;NA;10 (google scholar, 14.7.21);sample duplicante of paper ID 648 and 649 in package 3;1;1;NA;2;1;0;not_specified;1;48;98;NA;NA;NA;NA;NA;1;internet proficiency level;expertise;mastery;NA;0;1;online privacy literacy;literacy;other;0;NA;NA;169;169;"31.36% <21; 39.64% 21-25; 28.99% >25";20,3056500000000;"42% male; 58% female";42,00;58,00;NA;NA;students;students;2;Israel
